hc,wc,length,Tamb,Q,Uin,PressurePaPressureProbe3
1.2,1,70,10,3960,4.375,333.58
1.2,1,70,30,3960,4.375,344.22
1.2,1,70,-10,2240,6.625,501.02
1.2,1,70,10,2240,6.625,515.47
1.2,1,70,30,2240,6.625,530.28
1.2,1,70,-10,3960,6.625,518.37
1.2,1,70,10,3960,6.625,532.26
1.2,1,70,30,3960,6.625,546.74
1.2,1,70,-10,2240,8.875,716.1
1.2,1,70,10,2240,8.875,733.15
1.2,1,70,30,2240,8.875,750.87
1.2,1,70,-10,3960,8.875,736.58
1.2,1,70,10,3960,8.875,753.29
1.2,1.3,50,-10,2240,2.125,77.704
1.2,1.3,50,10,2240,2.125,80.338
1.2,1.3,50,30,2240,2.125,82.964
1.2,1.3,50,30,3960,2.125,88.601
1.2,1.3,50,-10,2240,4.375,182.92
1.2,1.3,50,10,2240,4.375,186.89
1.2,1.3,50,-10,3960,4.375,190.18
1.2,1.3,50,10,3960,4.375,193.94
1.2,1.3,50,10,2240,6.625,316.25
1.2,1.3,50,-10,3960,6.625,321.12
1.2,1.3,50,10,3960,6.625,325.14
1.2,1.3,50,30,3960,6.625,329.48
1.2,1.3,50,-10,2240,8.875,462
1.2,1.3,50,10,2240,8.875,466.02
1.2,1.3,50,30,2240,8.875,470.61
1.2,1.3,50,-10,3960,8.875,473.36
1.2,1.3,50,30,3960,8.875,480.92
1.2,1.3,70,-10,2240,2.125,108.87
1.2,1.3,70,10,2240,2.125,112.97
1.2,1.3,70,30,2240,2.125,117.02
1.2,1.3,70,-10,3960,2.125,118.66
1.2,1.3,70,10,3960,2.125,122.86
1.2,1.3,70,30,3960,2.125,127.02
1.2,1.3,70,-10,2240,4.375,247.53
1.2,1.3,70,30,2240,4.375,261.56
1.2,1.3,70,30,3960,4.375,272.28
1.2,1.3,70,-10,2240,6.625,411.73
1.2,1.3,70,30,2240,6.625,430.71
1.2,1.3,70,10,3960,6.625,433.81
1.2,1.3,70,30,3960,6.625,442.98
1.2,1.3,70,-10,2240,8.875,597.68
1.2,1.3,70,30,2240,8.875,619.68
1.2,1.3,70,-10,3960,8.875,613.7
1.2,1.3,70,10,3960,8.875,623.81
1.2,1.3,70,30,3960,8.875,634.54
1.4,0.65,50,-10,2240,2.125,143.97
1.4,0.65,50,10,2240,2.125,150.44
1.4,0.65,50,30,2240,2.125,156.75
1.4,0.65,50,-10,3960,2.125,152.17
1.4,0.65,50,10,3960,2.125,158.85
1.4,0.65,50,-10,2240,4.375,318.76
1.4,0.65,50,10,2240,4.375,330.46
1.4,0.65,50,30,2240,4.375,341.98
1.4,0.65,50,10,3960,4.375,339.87
1.4,0.65,50,30,3960,4.375,351.49
1.4,0.65,50,10,2240,6.625,535.82
1.4,0.65,50,30,2240,6.625,551.65
1.4,0.65,50,10,3960,6.625,546.59
1.4,0.65,50,30,3960,6.625,562.47
1.4,0.65,50,10,2240,8.875,764.13
1.4,0.65,50,30,2240,8.875,783.41
1.4,0.65,50,-10,3960,8.875,758.01
1.4,0.65,50,10,3960,8.875,776.74
1.4,0.65,70,-10,2240,2.125,196.82
1.4,0.65,70,10,2240,2.125,206.51
1.4,0.65,70,30,2240,2.125,215.94
1.4,0.65,70,10,3960,2.125,222.43
1.4,0.65,70,30,3960,2.125,232.29
1.4,0.65,70,-10,2240,4.375,416.6
1.4,0.65,70,10,2240,4.375,434.08
1.4,0.65,70,30,2240,4.375,451.35
1.4,0.65,70,-10,3960,4.375,433.98
1.4,0.65,70,10,3960,4.375,451.76
1.4,0.65,70,30,3960,4.375,469.28
1.4,0.65,70,10,2240,6.625,688.11
1.4,0.65,70,-10,3960,6.625,684
1.4,0.65,70,-10,2240,8.875,938.65
1.4,0.65,70,30,2240,8.875,996.64
1.4,0.65,70,10,3960,8.875,989.66
1.4,0.65,70,30,3960,8.875,1018.7
1.4,0.8,50,-10,2240,2.125,108.43
1.4,0.8,50,30,2240,2.125,117.36
1.4,0.8,50,-10,3960,2.125,114.92
1.4,0.8,50,10,3960,2.125,119.53
1.4,0.8,50,30,3960,2.125,124.05
1.4,0.8,50,-10,2240,4.375,243.64
1.4,0.8,50,10,2240,4.375,251.75
1.4,0.8,50,-10,3960,4.375,251.59
1.4,0.8,50,30,3960,4.375,267.57
1.4,0.8,50,-10,2240,6.625,400.93
1.4,0.8,50,10,2240,6.625,411.63
1.4,0.8,50,30,2240,6.625,422.41
1.4,0.8,50,10,3960,6.625,421.29
1.4,0.8,50,30,3960,6.625,431.88
1.4,0.8,50,-10,2240,8.875,579.75
1.4,0.8,50,10,3960,8.875,602.98
1.4,0.8,50,30,3960,8.875,615.14
1.4,0.8,70,-10,2240,2.125,152.98
1.4,0.8,70,10,2240,2.125,159.9
1.4,0.8,70,-10,3960,2.125,165.04
1.4,0.8,70,10,3960,2.125,172.21
1.4,0.8,70,30,3960,2.125,179.16
1.4,0.8,70,30,2240,4.375,356.01
1.4,0.8,70,-10,3960,4.375,344.11
1.4,0.8,70,10,3960,4.375,357.18
1.4,0.8,70,30,3960,4.375,369.98
1.4,0.8,70,10,2240,6.625,548.16
1.4,0.8,70,30,2240,6.625,566.02
1.4,0.8,70,-10,3960,6.625,546.42
1.4,0.8,70,10,3960,6.625,564.29
1.4,0.8,70,-10,2240,8.875,751.77
1.4,0.8,70,10,2240,8.875,773.56
1.4,0.8,70,-10,3960,8.875,770.74
1.4,0.8,70,10,3960,8.875,792.22
1.4,0.8,70,30,3960,8.875,813.84
1.4,1,50,-10,2240,2.125,80.322
1.4,1,50,10,2240,2.125,83.454
1.4,1,50,30,2240,2.125,86.558
1.4,1,50,-10,3960,2.125,85.494
1.4,1,50,10,3960,2.125,88.663
1.4,1,50,-10,2240,4.375,183.94
1.4,1,50,30,2240,4.375,194.07
1.4,1,50,10,3960,4.375,195.57
1.4,1,50,30,3960,4.375,200.57
1.4,1,50,30,2240,6.625,320.76
1.4,1,50,-10,3960,6.625,316.79
1.4,1,50,-10,2240,8.875,452.17
1.4,1,50,10,2240,8.875,458.58
1.4,1,50,-10,3960,8.875,462.05
1.4,1,50,10,3960,8.875,467.95
1.4,1,50,30,3960,8.875,474.27
1.4,1,70,30,2240,2.125,128.4
1.4,1,70,-10,3960,2.125,128.09
1.4,1,70,-10,3960,4.375,274.08
1.4,1,70,10,3960,4.375,282.99
1.4,1,70,30,3960,4.375,291.88
1.4,1,70,30,2240,6.625,453.81
1.4,1,70,10,3960,6.625,454.36
1.4,1,70,30,3960,6.625,466.51
1.4,1,70,-10,2240,8.875,614.72
1.4,1,70,-10,3960,8.875,630.57
1.4,1.3,50,-10,2240,2.125,62.801
1.4,1.3,50,10,2240,2.125,64.859
1.4,1.3,50,30,2240,2.125,66.913
1.4,1.3,50,30,3960,2.125,71.065
1.4,1.3,50,-10,2240,4.375,149.38
1.4,1.3,50,10,2240,4.375,152.57
1.4,1.3,50,30,2240,4.375,155.81
1.4,1.3,50,10,3960,4.375,157.7
1.4,1.3,50,-10,2240,6.625,254.78
1.4,1.3,50,10,2240,6.625,258.66
1.4,1.3,50,10,3960,6.625,265.28
1.4,1.3,50,-10,2240,8.875,376.79
1.4,1.3,50,10,3960,8.875,388.68
1.4,1.3,50,30,3960,8.875,392.42
1.4,1.3,70,-10,2240,2.125,85.341
1.4,1.3,70,10,2240,2.125,88.539
1.4,1.3,70,30,2240,2.125,91.707
1.4,1.3,70,10,3960,2.125,95.968
1.4,1.3,70,-10,2240,4.375,194.44
1.4,1.3,70,10,2240,4.375,199.64
1.4,1.3,70,10,3960,4.375,208.37
1.4,1.3,70,30,3960,4.375,213.48
1.4,1.3,70,-10,2240,6.625,325.01
1.4,1.3,70,30,2240,6.625,338.47
1.4,1.3,70,-10,3960,6.625,336.06
1.4,1.3,70,10,3960,6.625,342.28
1.4,1.3,70,-10,2240,8.875,473.67
1.4,1.3,70,10,2240,8.875,481.26
1.4,1.3,70,-10,3960,8.875,486.96
1.8,0.65,50,-10,2240,2.125,117.08
1.8,0.65,50,10,2240,2.125,122.53
1.8,0.65,50,30,2240,2.125,127.85
1.8,0.65,50,-10,3960,2.125,122.82
1.8,0.65,50,10,3960,2.125,128.43
1.8,0.65,50,30,3960,2.125,133.91
1.8,0.65,50,30,2240,4.375,278.23
1.8,0.65,50,-10,3960,4.375,265.57
1.8,0.65,50,10,3960,4.375,275.28
1.8,0.65,50,30,3960,4.375,284.85
1.8,0.65,50,-10,2240,6.625,423.87
1.8,0.65,50,10,2240,6.625,436.65
1.8,0.65,50,30,2240,6.625,449.45
1.8,0.65,50,10,3960,6.625,444
1.8,0.65,50,10,2240,8.875,624.01
1.8,0.65,50,30,2240,8.875,639.37
1.8,0.65,50,10,3960,8.875,632.42
1.8,0.65,70,10,2240,2.125,171.94
1.8,0.65,70,30,3960,2.125,191.08
1.8,0.65,70,10,2240,4.375,365.8
1.8,0.65,70,30,2240,4.375,380.3
1.8,0.65,70,-10,3960,4.375,362.71
1.8,0.65,70,-10,2240,6.625,561.84
1.8,0.65,70,10,2240,6.625,581.99
1.8,0.65,70,30,2240,6.625,602.16
1.8,0.65,70,10,3960,6.625,595.31
1.8,0.65,70,-10,2240,8.875,794.01
1.8,0.65,70,30,2240,8.875,844.18
1.8,0.65,70,10,3960,8.875,833.86
1.8,0.65,70,30,3960,8.875,858.94
1.8,0.8,50,-10,2240,2.125,85.788
1.8,0.8,50,10,2240,2.125,89.505
1.8,0.8,50,30,2240,2.125,93.131
1.8,0.8,50,10,3960,2.125,93.952
1.8,0.8,50,30,3960,2.125,97.649
1.8,0.8,50,-10,2240,4.375,192.64
1.8,0.8,50,10,2240,4.375,199.23
1.8,0.8,50,30,2240,4.375,205.74
1.8,0.8,50,10,3960,4.375,204.56
1.8,0.8,50,-10,2240,6.625,317.23
1.8,0.8,50,10,2240,6.625,325.88
1.8,0.8,50,30,2240,6.625,334.51
1.8,0.8,50,10,3960,6.625,332.32
1.8,0.8,50,-10,2240,8.875,458.75
1.8,0.8,50,10,2240,8.875,468.47
1.8,0.8,50,30,2240,8.875,478.46
1.8,0.8,50,-10,3960,8.875,466.39
1.8,0.8,50,10,3960,8.875,476.07
1.8,0.8,50,30,3960,8.875,485.87
1.8,0.8,70,-10,2240,2.125,119.61
1.8,0.8,70,10,2240,2.125,125.09
1.8,0.8,70,30,2240,2.125,130.42
1.8,0.8,70,30,3960,2.125,138.68
1.8,0.8,70,-10,2240,4.375,261.33
1.8,0.8,70,10,2240,4.375,271.46
1.8,0.8,70,30,2240,4.375,281.39
1.8,0.8,70,-10,3960,4.375,270.15
1.8,0.8,70,10,3960,4.375,280.36
1.8,0.8,70,30,3960,4.375,290.37
1.8,0.8,70,10,2240,6.625,436.06
1.8,0.8,70,-10,3960,6.625,432.23
1.8,0.8,70,30,3960,6.625,460.29
1.8,0.8,70,-10,2240,8.875,599.33
1.8,0.8,70,10,2240,8.875,616.52
1.8,0.8,70,30,2240,8.875,634.09
1.8,0.8,70,10,3960,8.875,628.64
1.8,0.8,70,30,3960,8.875,645.98
1.8,1,50,-10,2240,2.125,63.732
1.8,1,50,10,2240,2.125,66.196
1.8,1,50,-10,3960,2.125,67.109
1.8,1,50,10,3960,2.125,69.584
1.8,1,50,10,2240,4.375,151.3
1.8,1,50,30,2240,4.375,155.61
1.8,1,50,-10,3960,4.375,151.24
1.8,1,50,10,3960,4.375,155.44
1.8,1,50,-10,2240,6.625,245.33
1.8,1,50,30,2240,6.625,256.5
1.8,1,50,-10,3960,6.625,250.78
1.8,1,50,10,3960,6.625,256.09
1.8,1,50,30,3960,6.625,261.54
1.8,1,50,-10,2240,8.875,358.24
1.8,1,50,10,2240,8.875,363.92
1.8,1,50,10,3960,8.875,370.28
1.8,1,50,30,3960,8.875,376.26
1.8,1,70,-10,2240,2.125,89.582
1.8,1,70,10,2240,2.125,93.372
1.8,1,70,-10,3960,2.125,95.688
1.8,1,70,30,3960,2.125,103.3
1.8,1,70,-10,2240,4.375,199.25
1.8,1,70,10,2240,4.375,206.33
1.8,1,70,-10,3960,4.375,206.41
1.8,1,70,10,3960,4.375,213.38
1.8,1,70,30,3960,4.375,220.28
1.8,1,70,-10,2240,6.625,324.72
1.8,1,70,10,2240,6.625,334.45
1.8,1,70,30,2240,6.625,344.18
1.8,1,70,30,3960,6.625,352.59
1.8,1,70,30,2240,8.875,488.06
1.8,1,70,-10,3960,8.875,475.46
1.8,1,70,10,3960,8.875,486.64
1.8,1,70,30,3960,8.875,498.11
1.8,1.3,50,-10,2240,2.125,46.875
1.8,1.3,50,10,2240,2.125,48.403
1.8,1.3,50,30,2240,2.125,49.92
1.8,1.3,50,-10,3960,2.125,49.52
1.8,1.3,50,10,3960,2.125,51.023
1.8,1.3,50,-10,2240,4.375,112.07
1.8,1.3,50,10,2240,4.375,114.64
1.8,1.3,50,30,2240,4.375,117.23
1.8,1.3,50,-10,3960,4.375,115.51
1.8,1.3,50,10,3960,4.375,117.88
1.8,1.3,50,30,3960,4.375,120.31
1.8,1.3,50,-10,2240,6.625,190.55
1.8,1.3,50,30,2240,6.625,197.09
1.8,1.3,50,-10,3960,6.625,195.19
1.8,1.3,50,10,3960,6.625,198.08
1.8,1.3,50,30,3960,6.625,201.15
1.8,1.3,50,30,2240,8.875,287.85
1.8,1.3,50,-10,3960,8.875,287.03
1.8,1.3,50,10,3960,8.875,289.77
1.8,1.3,70,10,2240,2.125,64.679
1.8,1.3,70,10,3960,2.125,69.47
1.8,1.3,70,30,3960,2.125,71.848
1.8,1.3,70,-10,2240,4.375,142
1.8,1.3,70,10,2240,4.375,145.83
1.8,1.3,70,-10,3960,4.375,148.16
1.8,1.3,70,30,3960,4.375,155.6
1.8,1.3,70,-10,2240,6.625,237.41
1.8,1.3,70,10,2240,6.625,242.09
1.8,1.3,70,30,2240,6.625,246.93
1.8,1.3,70,-10,3960,6.625,245.23
1.8,1.3,70,10,3960,6.625,249.64
1.8,1.3,70,-10,2240,8.875,347.02
1.8,1.3,70,10,2240,8.875,351.92
1.8,1.3,70,30,2240,8.875,357.17
1.8,1.3,70,-10,3960,8.875,356.47
1.8,1.3,70,30,3960,8.875,365.88
