hc,wc,length,Tamb,Q,Uin,TemperaturedegCStackTemperatureProbe1
1.5,1.25,60,0,1272,1,18.188
1.5,1.25,60,20,1272,1,39.027
1.5,1.25,60,-20,3132,1,22.988
1.5,1.25,60,0,3132,1,45.011
1.5,1.25,60,20,3132,1,67.099
1.5,1.25,60,-20,5040,1,48.634
1.5,1.25,60,20,5040,1,95.35
1.5,1.25,60,40,5040,1,118.83
1.5,1.25,60,20,1272,3.25,27.455
1.5,1.25,60,0,3132,3.25,18.564
1.5,1.25,60,20,3132,3.25,38.964
1.5,1.25,60,40,3132,3.25,59.378
1.5,1.25,60,0,5040,3.25,30.27
1.5,1.25,60,20,5040,3.25,50.943
1.5,1.25,60,0,1272,5.5,5.154
1.5,1.25,60,20,1272,5.5,25.239
1.5,1.25,60,40,1272,5.5,45.331
1.5,1.25,60,-20,3132,5.5,-7.1882
1.5,1.25,60,0,3132,5.5,13.008
1.5,1.25,60,20,3132,5.5,33.213
1.5,1.25,60,40,3132,5.5,53.428
1.5,1.25,60,-20,5040,5.5,0.92106
1.5,1.25,60,20,5040,5.5,41.614
1.5,1.25,60,40,5040,5.5,61.974
1.5,1.25,60,-20,1272,7.75,-15.82
1.5,1.25,60,0,1272,7.75,4.2188
1.5,1.25,60,20,1272,7.75,24.268
1.5,1.25,60,40,1272,7.75,44.323
1.5,1.25,60,-20,3132,7.75,-9.5833
1.5,1.25,60,20,3132,7.75,30.642
1.5,1.25,60,-20,5040,7.75,-3.034
1.5,1.25,60,0,5040,7.75,17.144
1.5,1.25,60,20,5040,7.75,37.342
1.5,1.25,60,40,5040,7.75,57.558
1.5,1.25,60,-20,1272,10,-16.341
1.5,1.25,60,0,1272,10,3.681
1.5,1.25,60,20,1272,10,23.709
1.5,1.25,60,20,3132,10,29.182
1.5,1.25,60,40,3132,10,49.269
1.5,1.25,60,-20,5040,10,-5.3184
1.5,1.25,60,0,5040,10,14.772
1.5,1.25,60,40,5040,10,55.036
1.5,1.5,30,-20,1272,1,-8.47
1.5,1.5,30,0,1272,1,11.821
1.5,1.5,30,40,1272,1,52.487
1.5,1.5,30,0,3132,1,29.609
1.5,1.5,30,20,3132,1,50.427
1.5,1.5,30,-20,5040,1,26.21
1.5,1.5,30,0,5040,1,47.48
1.5,1.5,30,20,5040,1,68.838
1.5,1.5,30,40,5040,1,90.277
1.5,1.5,30,-20,1272,3.25,-14.75
1.5,1.5,30,-20,3132,3.25,-6.5073
1.5,1.5,30,0,3132,3.25,13.623
1.5,1.5,30,20,3132,3.25,33.751
1.5,1.5,30,40,3132,3.25,53.881
1.5,1.5,30,-20,5040,3.25,2.147
1.5,1.5,30,0,5040,3.25,22.394
1.5,1.5,30,40,5040,3.25,62.858
1.5,1.5,30,-20,1272,5.5,-16.1
1.5,1.5,30,0,1272,5.5,3.9214
1.5,1.5,30,20,1272,5.5,23.946
1.5,1.5,30,-20,3132,5.5,-10.177
1.5,1.5,30,0,3132,5.5,9.8831
1.5,1.5,30,40,3132,5.5,50.019
1.5,1.5,30,-20,5040,5.5,-3.9174
1.5,1.5,30,20,5040,5.5,36.313
1.5,1.5,30,40,5040,5.5,56.438
1.5,1.5,30,-20,1272,7.75,-16.719
1.5,1.5,30,20,1272,7.75,23.304
1.5,1.5,30,-20,3132,7.75,-11.848
1.5,1.5,30,20,3132,7.75,28.216
1.5,1.5,30,40,3132,7.75,48.256
1.5,1.5,30,-20,5040,7.75,-6.7382
1.5,1.5,30,20,5040,7.75,33.377
1.5,1.5,30,0,1272,10,2.9091
1.5,1.5,30,40,1272,10,42.928
1.5,1.5,30,40,3132,10,47.233
1.5,1.5,30,-20,5040,10,-8.3936
1.5,1.5,30,0,5040,10,11.633
1.5,1.5,60,0,1272,1,18.924
1.5,1.5,60,20,1272,1,39.716
1.5,1.5,60,-20,3132,1,24.886
1.5,1.5,60,20,3132,1,68.8
1.5,1.5,60,40,3132,1,90.855
1.5,1.5,60,0,5040,1,74.709
1.5,1.5,60,20,5040,1,97.972
1.5,1.5,60,40,5040,1,121.32
1.5,1.5,60,-20,1272,3.25,-12.401
1.5,1.5,60,0,1272,3.25,7.7512
1.5,1.5,60,20,1272,3.25,27.911
1.5,1.5,60,40,1272,3.25,48.08
1.5,1.5,60,-20,3132,3.25,-0.56682
1.5,1.5,60,0,3132,3.25,19.833
1.5,1.5,60,20,3132,3.25,40.223
1.5,1.5,60,40,3132,3.25,60.617
1.5,1.5,60,-20,5040,3.25,11.654
1.5,1.5,60,0,5040,3.25,32.36
1.5,1.5,60,40,5040,3.25,73.699
1.5,1.5,60,0,1272,5.5,5.5065
1.5,1.5,60,-20,3132,5.5,-6.2659
1.5,1.5,60,0,3132,5.5,13.919
1.5,1.5,60,20,3132,5.5,34.117
1.5,1.5,60,40,3132,5.5,54.33
1.5,1.5,60,20,5040,5.5,43.108
1.5,1.5,60,40,5040,5.5,63.475
1.5,1.5,60,-20,1272,7.75,-15.514
1.5,1.5,60,0,1272,7.75,4.5209
1.5,1.5,60,20,1272,7.75,24.566
1.5,1.5,60,40,1272,7.75,44.618
1.5,1.5,60,-20,3132,7.75,-8.7986
1.5,1.5,60,-20,5040,7.75,-1.747
1.5,1.5,60,0,5040,7.75,18.408
1.5,1.5,60,20,5040,7.75,38.594
1.5,1.5,60,-20,1272,10,-16.069
1.5,1.5,60,-20,3132,10,-10.256
1.5,1.5,60,0,3132,10,9.7926
1.5,1.5,60,20,3132,10,29.859
1.5,1.5,60,40,3132,10,49.937
1.5,1.5,60,-20,5040,10,-4.1808
1.5,1.5,60,0,5040,10,15.898
1.5,1.5,60,20,5040,10,36.006
1.75,0.5,60,0,1272,1,14.022
1.75,0.5,60,20,1272,1,34.98
1.75,0.5,60,-20,3132,1,12.13
1.75,0.5,60,40,3132,1,79.134
1.75,0.5,60,-20,5040,1,31.623
1.75,0.5,60,0,5040,1,55.331
1.75,0.5,60,20,5040,1,79.061
1.75,0.5,60,0,1272,3.25,4.7128
1.75,0.5,60,40,1272,3.25,45.221
1.75,0.5,60,-20,3132,3.25,-9.0204
1.75,0.5,60,40,3132,3.25,52.825
1.75,0.5,60,20,5040,3.25,39.597
1.75,0.5,60,40,5040,3.25,60.603
1.75,0.5,60,-20,1272,5.5,-17.06
1.75,0.5,60,0,1272,5.5,3.0683
1.75,0.5,60,20,1272,5.5,23.201
1.75,0.5,60,-20,3132,5.5,-12.769
1.75,0.5,60,0,3132,5.5,7.5432
1.75,0.5,60,20,3132,5.5,27.868
1.75,0.5,60,-20,5040,5.5,-8.3658
1.75,0.5,60,0,5040,5.5,12.13
1.75,0.5,60,40,5040,5.5,53.183
1.75,0.5,60,-20,1272,7.75,-17.704
1.75,0.5,60,0,1272,7.75,2.3778
1.75,0.5,60,20,1272,7.75,22.462
1.75,0.5,60,40,1272,7.75,42.55
1.75,0.5,60,-20,3132,7.75,-14.352
1.75,0.5,60,20,3132,7.75,26.053
1.75,0.5,60,-20,5040,7.75,-10.916
1.75,0.5,60,20,5040,7.75,29.731
1.75,0.5,60,40,5040,7.75,50.074
1.75,0.5,60,0,1272,10,1.9937
1.75,0.5,60,0,3132,10,4.9019
1.75,0.5,60,40,3132,10,45.199
1.75,0.5,60,-20,5040,10,-12.343
1.75,0.5,60,0,5040,10,7.8801
1.75,0.5,60,20,5040,10,28.112
1.75,0.5,90,-20,1272,1,-1.197
1.75,0.5,90,0,1272,1,20.209
1.75,0.5,90,40,1272,1,63.022
1.75,0.5,90,0,3132,1,49.605
1.75,0.5,90,40,3132,1,96.459
1.75,0.5,90,-20,5040,1,54.103
1.75,0.5,90,0,5040,1,79.571
1.75,0.5,90,20,5040,1,105.03
1.75,0.5,90,40,5040,1,130.48
1.75,0.5,90,0,1272,3.25,6.5953
1.75,0.5,90,-20,3132,3.25,-4.7465
1.75,0.5,90,0,3132,3.25,16.194
1.75,0.5,90,20,3132,3.25,37.146
1.75,0.5,90,40,3132,3.25,58.107
1.75,0.5,90,20,5040,3.25,47.53
1.75,0.5,90,40,5040,3.25,69.069
1.75,0.5,90,0,1272,5.5,4.1702
1.75,0.5,90,40,1272,5.5,44.598
1.75,0.5,90,-20,3132,5.5,-10.267
1.75,0.5,90,0,3132,5.5,10.244
1.75,0.5,90,40,3132,5.5,51.294
1.75,0.5,90,-20,5040,5.5,-4.3612
1.75,0.5,90,0,5040,5.5,16.455
1.75,0.5,90,20,5040,5.5,37.29
1.75,0.5,90,0,1272,7.75,3.1519
1.75,0.5,90,40,1272,7.75,43.435
1.75,0.5,90,-20,3132,7.75,-12.594
1.75,0.5,90,0,3132,7.75,7.7439
1.75,0.5,90,20,3132,7.75,28.089
1.75,0.5,90,-20,5040,7.75,-8.1004
1.75,0.5,90,0,5040,7.75,12.44
1.75,0.5,90,20,5040,7.75,32.992
1.75,0.5,90,40,5040,7.75,53.555
1.75,0.5,90,20,1272,10,22.689
1.75,0.5,90,40,1272,10,42.793
1.75,0.5,90,-20,3132,10,-13.889
1.75,0.5,90,0,3132,10,6.3567
1.75,0.5,90,-20,5040,10,-10.183
1.75,0.5,90,20,5040,10,30.613
1.75,0.5,90,40,5040,10,51.025
1.75,0.75,30,0,1272,1,8.4366
1.75,0.75,30,-20,3132,1,0.046712
1.75,0.75,30,0,3132,1,21.042
1.75,0.75,30,40,3132,1,63.16
1.75,0.75,30,-20,5040,1,12.387
1.75,0.75,30,20,5040,1,55.638
1.75,0.75,30,40,5040,1,77.354
1.75,0.75,30,20,1272,3.25,23.455
1.75,0.75,30,40,1272,3.25,43.552
1.75,0.75,30,-20,3132,3.25,-11.775
1.75,0.75,30,0,3132,3.25,8.4011
1.75,0.75,30,20,3132,3.25,28.6
1.75,0.75,30,0,5040,3.25,13.743
1.75,0.75,30,20,5040,3.25,34.035
1.75,0.75,30,40,5040,3.25,54.351
1.75,0.75,30,0,1272,5.5,2.4346
1.75,0.75,30,20,1272,5.5,22.475
1.75,0.75,30,40,1272,5.5,42.518
1.75,0.75,30,-20,3132,5.5,-14.049
1.75,0.75,30,0,3132,5.5,6.0334
1.75,0.75,30,40,3132,5.5,46.226
1.75,0.75,30,-20,5040,5.5,-10.318
1.75,0.75,30,0,5040,5.5,9.8056
1.75,0.75,30,20,5040,5.5,29.942
1.75,0.75,30,40,5040,5.5,50.092
1.75,0.75,30,-20,1272,7.75,-18.005
1.75,0.75,30,0,1272,7.75,2.0167
1.75,0.75,30,20,1272,7.75,22.04
1.75,0.75,30,40,1272,7.75,42.066
1.75,0.75,30,0,3132,7.75,4.977
1.75,0.75,30,40,3132,7.75,45.094
1.75,0.75,30,0,5040,7.75,8.0488
1.75,0.75,30,-20,1272,10,-18.249
1.75,0.75,30,0,1272,10,1.7668
1.75,0.75,30,20,1272,10,21.783
1.75,0.75,30,40,1272,10,41.801
1.75,0.75,30,-20,3132,10,-15.685
1.75,0.75,30,0,3132,10,4.3524
1.75,0.75,30,20,3132,10,24.393
1.75,0.75,30,40,3132,10,44.435
1.75,0.75,30,-20,5040,10,-13.038
1.75,0.75,30,0,5040,10,7.0204
1.75,0.75,30,20,5040,10,27.083
1.75,0.75,30,40,5040,10,47.15
1.75,0.75,90,-20,1272,1,-0.46978
1.75,0.75,90,0,1272,1,20.872
1.75,0.75,90,20,1272,1,42.224
1.75,0.75,90,40,1272,1,63.582
1.75,0.75,90,0,3132,1,51.372
1.75,0.75,90,40,3132,1,97.914
1.75,0.75,90,-20,5040,1,57.23
1.75,0.75,90,0,5040,1,82.399
1.75,0.75,90,-20,1272,3.25,-13.102
1.75,0.75,90,0,1272,3.25,7.243
1.75,0.75,90,20,1272,3.25,27.599
1.75,0.75,90,-20,3132,3.25,-2.9027
1.75,0.75,90,0,3132,3.25,17.906
1.75,0.75,90,20,3132,3.25,38.747
1.75,0.75,90,40,3132,3.25,59.609
1.75,0.75,90,0,5040,3.25,28.954
1.75,0.75,90,40,5040,3.25,71.616
1.75,0.75,90,0,1272,5.5,4.7891
1.75,0.75,90,20,1272,5.5,24.975
1.75,0.75,90,40,1272,5.5,45.166
1.75,0.75,90,0,3132,5.5,11.82
1.75,0.75,90,40,3132,5.5,52.724
1.75,0.75,90,-20,5040,5.5,-1.562
1.75,0.75,90,0,5040,5.5,19.105
1.75,0.75,90,40,5040,5.5,60.516
1.75,0.75,90,-20,1272,7.75,-16.374
1.75,0.75,90,0,1272,7.75,3.7424
1.75,0.75,90,20,1272,7.75,23.863
1.75,0.75,90,-20,3132,7.75,-11.061
1.75,0.75,90,20,3132,7.75,29.51
1.75,0.75,90,40,3132,7.75,49.808
1.75,0.75,90,-20,5040,7.75,-5.5659
1.75,0.75,90,0,5040,7.75,14.874
1.75,0.75,90,20,5040,7.75,35.331
1.75,0.75,90,-20,1272,10,-16.932
1.75,0.75,90,0,1272,10,3.1502
1.75,0.75,90,20,1272,10,23.236
1.75,0.75,90,40,1272,10,43.326
1.75,0.75,90,0,3132,10,7.7516
1.75,0.75,90,20,3132,10,27.96
1.75,0.75,90,-20,5040,10,-7.8263
1.75,0.75,90,20,5040,10,32.817
1.75,0.75,90,40,5040,10,53.165
1.75,1,30,40,1272,1,50.009
1.75,1,30,-20,3132,1,2.4726
1.75,1,30,40,3132,1,65.116
1.75,1,30,-20,5040,1,16.251
1.75,1,30,0,5040,1,37.615
1.75,1,30,-20,1272,3.25,-16.197
1.75,1,30,0,1272,3.25,3.8731
1.75,1,30,20,1272,3.25,23.949
1.75,1,30,40,1272,3.25,44.031
1.75,1,30,0,3132,3.25,9.8643
1.75,1,30,20,3132,3.25,30.023
1.75,1,30,40,3132,3.25,50.193
1.75,1,30,-20,5040,3.25,-3.9626
1.75,1,30,0,5040,3.25,16.284
1.75,1,30,0,1272,5.5,2.8324
1.75,1,30,20,1272,5.5,22.868
1.75,1,30,40,1272,5.5,42.907
1.75,1,30,-20,3132,5.5,-13.007
1.75,1,30,0,3132,5.5,7.0709
1.75,1,30,20,3132,5.5,27.156
1.75,1,30,40,3132,5.5,47.247
1.75,1,30,-20,5040,5.5,-8.5726
1.75,1,30,-20,1272,7.75,-17.66
1.75,1,30,0,1272,7.75,2.3596
1.75,1,30,40,1272,7.75,42.403
1.75,1,30,-20,3132,7.75,-14.206
1.75,1,30,20,3132,7.75,25.89
1.75,1,30,40,3132,7.75,45.946
1.75,1,30,0,5040,7.75,9.4713
1.75,1,30,20,5040,7.75,29.552
1.75,1,30,40,5040,7.75,49.641
1.75,1,30,0,1272,10,2.0743
1.75,1,30,20,1272,10,22.089
1.75,1,30,-20,3132,10,-14.915
1.75,1,30,0,3132,10,5.1166
1.75,1,30,20,3132,10,25.152
1.75,1,30,40,3132,10,45.191
1.75,1,30,-20,5040,10,-11.778
1.75,1,30,0,5040,10,8.269
1.75,1,30,20,5040,10,28.324
1.75,1,60,-20,1272,1,-5.2493
1.75,1,60,20,1272,1,36.363
1.75,1,60,40,1272,1,57.209
1.75,1,60,0,3132,1,38.618
1.75,1,60,20,3132,1,60.593
1.75,1,60,40,3132,1,82.615
1.75,1,60,-20,5040,1,38.868
1.75,1,60,0,5040,1,61.974
1.75,1,60,20,5040,1,85.162
1.75,1,60,-20,1272,3.25,-14.172
1.75,1,60,0,1272,3.25,5.9965
1.75,1,60,20,1272,3.25,26.176
1.75,1,60,40,1272,3.25,46.368
1.75,1,60,0,3132,3.25,15.193
1.75,1,60,20,3132,3.25,35.58
1.75,1,60,40,3132,3.25,55.994
1.75,1,60,-20,5040,3.25,4.3054
1.75,1,60,20,5040,3.25,45.492
1.75,1,60,-20,1272,5.5,-15.869
1.75,1,60,0,1272,5.5,4.2135
1.75,1,60,20,1272,5.5,24.303
1.75,1,60,40,1272,5.5,44.398
1.75,1,60,-20,3132,5.5,-9.6272
1.75,1,60,0,3132,5.5,10.558
1.75,1,60,20,3132,5.5,30.76
1.75,1,60,0,5040,5.5,17.286
1.75,1,60,20,5040,5.5,37.598
1.75,1,60,40,5040,5.5,57.925
1.75,1,60,-20,1272,7.75,-16.618
1.75,1,60,20,1272,7.75,23.485
1.75,1,60,40,1272,7.75,43.542
1.75,1,60,-20,3132,7.75,-11.593
1.75,1,60,-20,5040,7.75,-6.3014
1.75,1,60,20,5040,7.75,34.064
1.75,1,60,40,5040,7.75,54.271
1.75,1,60,0,1272,10,2.9772
1.75,1,60,20,1272,10,23.011
1.75,1,60,-20,3132,10,-12.697
1.75,1,60,0,3132,10,7.3623
1.75,1,60,20,3132,10,27.441
1.75,1,60,40,3132,10,47.536
1.75,1,60,-20,5040,10,-8.1539
1.75,1,60,20,5040,10,32.052
1.75,1,60,40,5040,10,52.199
1.75,1,90,0,1272,1,21.721
1.75,1,90,20,1272,1,42.995
1.75,1,90,40,1272,1,64.289
1.75,1,90,-20,3132,1,30.615
1.75,1,90,40,3132,1,99.834
1.75,1,90,-20,5040,1,61.028
1.75,1,90,0,5040,1,85.912
1.75,1,90,40,5040,1,135.84
1.75,1,90,0,1272,3.25,7.9375
1.75,1,90,20,1272,3.25,28.248
1.75,1,90,40,1272,3.25,48.572
1.75,1,90,-20,3132,3.25,-0.72764
1.75,1,90,0,3132,3.25,19.943
1.75,1,90,20,3132,3.25,40.644
1.75,1,90,40,3132,3.25,61.377
1.75,1,90,-20,5040,3.25,11.381
1.75,1,90,0,5040,3.25,32.453
1.75,1,90,20,5040,3.25,53.565
1.75,1,90,40,5040,3.25,74.719
1.75,1,90,-20,1272,5.5,-14.764
1.75,1,90,0,1272,5.5,5.3954
1.75,1,90,20,1272,5.5,25.555
1.75,1,90,40,1272,5.5,45.724
1.75,1,90,-20,3132,5.5,-6.9067
1.75,1,90,0,3132,5.5,13.46
1.75,1,90,20,3132,5.5,33.835
1.75,1,90,-20,5040,5.5,1.358
1.75,1,90,20,5040,5.5,42.537
1.75,1,90,20,1272,7.75,24.397
1.75,1,90,40,1272,7.75,44.506
1.75,1,90,-20,3132,7.75,-9.5902
1.75,1,90,0,3132,7.75,10.641
1.75,1,90,20,3132,7.75,30.886
1.75,1,90,40,3132,7.75,51.144
1.75,1,90,-20,5040,7.75,-3.0813
1.75,1,90,0,5040,7.75,17.28
1.75,1,90,40,5040,7.75,58.065
1.75,1,90,-20,1272,10,-16.394
1.75,1,90,0,1272,10,3.668
1.75,1,90,20,1272,10,23.737
1.75,1,90,40,1272,10,43.813
1.75,1,90,0,3132,10,9.0589
1.75,1,90,20,3132,10,29.222
1.75,1,90,40,3132,10,49.406
1.75,1,90,-20,5040,10,-5.5563
1.75,1,90,20,5040,10,34.917
1.75,1.25,30,0,1272,1,10.204
1.75,1.25,30,20,1272,1,30.512
1.75,1.25,30,-20,3132,1,4.925
1.75,1.25,30,0,3132,1,25.645
1.75,1.25,30,40,3132,1,67.232
1.75,1.25,30,-20,5040,1,20.04
1.75,1.25,30,0,5040,1,41.235
1.75,1.25,30,-20,1272,3.25,-15.528
1.75,1.25,30,0,1272,3.25,4.5192
1.75,1.25,30,40,1272,3.25,44.629
1.75,1.25,30,0,3132,3.25,11.603
1.75,1.25,30,40,3132,3.25,51.848
1.75,1.25,30,-20,5040,3.25,-1.1044
1.75,1.25,30,20,5040,3.25,39.31
1.75,1.25,30,40,5040,3.25,59.518
1.75,1.25,30,0,1272,5.5,3.3548
1.75,1.25,30,20,1272,5.5,23.378
1.75,1.25,30,-20,3132,5.5,-11.616
1.75,1.25,30,0,3132,5.5,8.4361
1.75,1.25,30,20,3132,5.5,28.496
1.75,1.25,30,40,3132,5.5,48.559
1.75,1.25,30,-20,5040,5.5,-6.2682
1.75,1.25,30,20,5040,5.5,33.93
1.75,1.25,30,40,5040,5.5,54.038
1.75,1.25,30,-20,1272,7.75,-17.186
1.75,1.25,30,20,1272,7.75,22.835
1.75,1.25,30,-20,3132,7.75,-13.016
1.75,1.25,30,0,3132,7.75,7.0083
1.75,1.25,30,20,3132,7.75,27.039
1.75,1.25,30,-20,5040,7.75,-8.6401
1.75,1.25,30,0,5040,7.75,11.4
1.75,1.25,30,20,5040,7.75,31.451
1.75,1.25,30,40,5040,7.75,51.512
1.75,1.25,30,0,1272,10,2.4992
1.75,1.25,30,40,1272,10,42.517
1.75,1.25,30,-20,3132,10,-13.847
1.75,1.25,30,0,3132,10,6.1711
1.75,1.25,30,20,3132,10,26.191
1.75,1.25,30,-20,5040,10,-10.037
1.75,1.25,30,0,5040,10,9.988
1.75,1.25,30,20,5040,10,30.019
1.75,1.25,30,40,5040,10,50.056
1.75,1.25,60,-20,1272,1,-4.1674
1.75,1.25,60,0,1272,1,16.542
1.75,1.25,60,40,1272,1,58.045
1.75,1.25,60,-20,3132,1,19.237
1.75,1.25,60,0,3132,1,41.012
1.75,1.25,60,20,3132,1,62.847
1.75,1.25,60,40,3132,1,84.731
1.75,1.25,60,-20,5040,1,42.713
1.75,1.25,60,20,5040,1,88.609
1.75,1.25,60,-20,1272,3.25,-13.458
1.75,1.25,60,0,1272,3.25,6.6882
1.75,1.25,60,40,1272,3.25,47.009
1.75,1.25,60,-20,3132,3.25,-3.3047
1.75,1.25,60,0,3132,3.25,17.043
1.75,1.25,60,20,3132,3.25,37.403
1.75,1.25,60,40,3132,3.25,57.775
1.75,1.25,60,20,5040,3.25,48.437
1.75,1.25,60,40,5040,3.25,69.044
1.75,1.25,60,-20,1272,5.5,-15.317
1.75,1.25,60,0,1272,5.5,4.7538
1.75,1.25,60,40,1272,5.5,44.914
1.75,1.25,60,-20,3132,5.5,-8.1823
1.75,1.25,60,-20,5040,5.5,-0.66473
1.75,1.25,60,0,5040,5.5,19.622
1.75,1.25,60,40,5040,5.5,60.233
1.75,1.25,60,0,1272,7.75,3.8998
1.75,1.25,60,20,1272,7.75,23.946
1.75,1.25,60,40,1272,7.75,43.996
1.75,1.25,60,0,3132,7.75,9.7245
1.75,1.25,60,20,3132,7.75,29.832
1.75,1.25,60,40,3132,7.75,49.951
1.75,1.25,60,0,5040,7.75,15.857
1.75,1.25,60,20,5040,7.75,36.029
1.75,1.25,60,-20,3132,10,-11.625
1.75,1.25,60,0,3132,10,8.43
1.75,1.25,60,20,3132,10,28.499
1.75,1.25,60,40,3132,10,48.579
1.75,1.25,60,-20,5040,10,-6.3939
1.75,1.25,60,0,5040,10,13.687
1.75,1.25,60,20,5040,10,33.793
1.75,1.25,60,40,5040,10,53.918
1.75,1.25,90,0,1272,1,22.725
1.75,1.25,90,20,1272,1,43.906
1.75,1.25,90,-20,3132,1,33.164
1.75,1.25,90,0,3132,1,56.028
1.75,1.25,90,20,3132,1,78.946
1.75,1.25,90,-20,5040,1,64.839
1.75,1.25,90,0,5040,1,89.493
1.75,1.25,90,20,5040,1,114.22
1.75,1.25,90,40,5040,1,138.99
1.75,1.25,90,-20,1272,3.25,-11.583
1.75,1.25,90,20,1272,3.25,28.952
1.75,1.25,90,40,1272,3.25,49.238
1.75,1.25,90,-20,3132,3.25,1.3269
1.75,1.25,90,0,3132,3.25,21.965
1.75,1.25,90,40,3132,3.25,63.277
1.75,1.25,90,-20,5040,3.25,14.617
1.75,1.25,90,20,5040,3.25,56.755
1.75,1.25,90,-20,1272,5.5,-14.149
1.75,1.25,90,0,1272,5.5,5.985
1.75,1.25,90,20,1272,5.5,26.127
1.75,1.25,90,40,1272,5.5,46.277
1.75,1.25,90,-20,3132,5.5,-5.2647
1.75,1.25,90,0,3132,5.5,15.062
1.75,1.25,90,40,3132,5.5,55.755
1.75,1.25,90,-20,1272,7.75,-15.259
1.75,1.25,90,0,1272,7.75,4.819
1.75,1.25,90,40,1272,7.75,44.999
1.75,1.25,90,0,3132,7.75,12.018
1.75,1.25,90,20,3132,7.75,32.224
1.75,1.25,90,40,3132,7.75,52.446
1.75,1.25,90,-20,5040,7.75,-0.74041
1.75,1.25,90,0,5040,7.75,19.564
1.75,1.25,90,40,5040,7.75,60.256
1.75,1.25,90,-20,1272,10,-15.893
1.75,1.25,90,0,1272,10,4.154
1.75,1.25,90,20,1272,10,24.212
1.75,1.25,90,40,1272,10,44.276
1.75,1.25,90,-20,3132,10,-9.8164
1.75,1.25,90,0,3132,10,10.297
1.75,1.25,90,40,3132,10,50.586
1.75,1.25,90,-20,5040,10,-3.4597
1.75,1.25,90,20,5040,10,36.93
1.75,1.25,90,40,5040,10,57.171
1.75,1.5,30,0,1272,1,11.031
1.75,1.5,30,40,1272,1,51.583
1.75,1.5,30,-20,3132,1,7.0123
1.75,1.5,30,0,3132,1,27.644
1.75,1.5,30,20,3132,1,48.327
1.75,1.5,30,40,3132,1,69.059
1.75,1.5,30,-20,5040,1,23.281
1.75,1.5,30,0,5040,1,44.343
1.75,1.5,30,20,5040,1,65.483
1.75,1.5,30,-20,1272,3.25,-14.984
1.75,1.5,30,0,1272,3.25,5.0537
1.75,1.5,30,40,1272,3.25,45.137
1.75,1.5,30,0,3132,3.25,13.01
1.75,1.5,30,-20,5040,3.25,1.1867
1.75,1.5,30,0,5040,3.25,21.388
1.75,1.5,30,40,5040,3.25,61.762
1.75,1.5,30,0,1272,5.5,3.7664
1.75,1.5,30,-20,3132,5.5,-10.559
1.75,1.5,30,0,3132,5.5,9.4932
1.75,1.5,30,20,3132,5.5,29.55
1.75,1.5,30,40,3132,5.5,49.608
1.75,1.5,30,20,5040,5.5,35.666
1.75,1.5,30,40,5040,5.5,55.772
1.75,1.5,30,-20,1272,7.75,-16.833
1.75,1.5,30,20,1272,7.75,23.185
1.75,1.5,30,-20,3132,7.75,-12.132
1.75,1.5,30,20,3132,7.75,27.917
1.75,1.5,30,0,5040,7.75,12.836
1.75,1.5,30,20,5040,7.75,32.887
1.75,1.5,30,40,5040,7.75,52.948
1.75,1.5,30,20,1272,10,22.821
1.75,1.5,30,0,3132,10,6.9477
1.75,1.5,30,20,3132,10,26.967
1.75,1.5,30,40,3132,10,46.987
1.75,1.5,30,-20,5040,10,-8.7723
1.75,1.5,30,40,5040,10,51.314
1.75,1.5,60,-20,1272,1,-3.1971
1.75,1.5,60,0,1272,1,17.454
1.75,1.5,60,20,1272,1,38.137
1.75,1.5,60,40,1272,1,58.848
1.75,1.5,60,-20,3132,1,21.484
1.75,1.5,60,0,3132,1,43.143
1.75,1.5,60,20,3132,1,64.869
1.75,1.5,60,40,3132,1,86.652
1.75,1.5,60,-20,5040,1,46.123
1.75,1.5,60,0,5040,1,68.856
1.75,1.5,60,20,5040,1,91.686
1.75,1.5,60,40,5040,1,114.6
1.75,1.5,60,-20,1272,3.25,-12.759
1.75,1.5,60,0,1272,3.25,7.3624
1.75,1.5,60,20,1272,3.25,27.491
1.75,1.5,60,40,1272,3.25,47.628
1.75,1.5,60,-20,3132,3.25,-1.5174
1.75,1.5,60,0,3132,3.25,18.807
1.75,1.5,60,20,3132,3.25,39.132
1.75,1.5,60,40,3132,3.25,59.463
1.75,1.5,60,20,5040,3.25,51.205
1.75,1.5,60,0,1272,5.5,5.2924
1.75,1.5,60,40,1272,5.5,45.423
1.75,1.5,60,-20,3132,5.5,-6.7491
1.75,1.5,60,40,3132,5.5,53.719
1.75,1.5,60,-20,5040,5.5,1.6392
1.75,1.5,60,0,5040,5.5,21.889
1.75,1.5,60,20,5040,5.5,42.163
1.75,1.5,60,40,5040,5.5,62.459
1.75,1.5,60,-20,1272,7.75,-15.646
1.75,1.5,60,0,1272,7.75,4.3806
1.75,1.5,60,20,1272,7.75,24.413
1.75,1.5,60,40,1272,7.75,44.45
1.75,1.5,60,0,3132,7.75,10.946
1.75,1.5,60,40,3132,7.75,51.12
1.75,1.5,60,-20,5040,7.75,-2.2616
1.75,1.5,60,40,5040,7.75,58.143
1.75,1.5,60,20,1272,10,23.866
1.75,1.5,60,20,3132,10,29.582
1.75,1.5,60,40,3132,10,49.638
1.75,1.5,60,-20,5040,10,-4.543
1.75,1.5,60,20,5040,10,35.562
1.75,1.5,60,40,5040,10,55.656
1.75,1.5,90,-20,1272,1,2.549
